timestamp,agent_id,method,state,pos_x,pos_y,pos_z,current_node,next_node,route
00:14:29.592,1,planned,searching,0.0,0.0,0.7,0,10,"[5, 10, 15, 20, 21, 22, 17, 16, 11, 6, 0]"
00:14:31.437,1,planned,searching,0.0,0.0,39.2,10,10,"[5, 10, 15, 20, 21, 22, 17, 16, 11, 6, 0]"
00:14:32.353,1,planned,delivering,0.0,0.0,55.3,10,15,"[5, 10, 15, 20, 21, 22, 17, 16, 11, 6, 0]"
00:14:34.556,1,planned,dropping,0.0,0.0,9.8,10,15,"[5, 10, 15, 20, 21, 22, 17, 16, 11, 6, 0]"
00:14:34.691,1,planned,searching,0.0,0.0,9.8,10,10,"[5, 10, 15, 20, 21, 22, 17, 16, 11, 6, 0]"
00:14:38.000,1,planned,searching,0.0,0.0,79.1,20,21,"[5, 10, 15, 20, 21, 22, 17, 16, 11, 6, 0]"
00:14:38.909,1,planned,searching,18.88,0.0,79.95,21,22,"[5, 10, 15, 20, 21, 22, 17, 16, 11, 6, 0]"
00:14:39.883,1,planned,searching,39.18,0.0,80.0,22,17,"[5, 10, 15, 20, 21, 22, 17, 16, 11, 6, 0]"
00:14:40.791,1,planned,searching,39.95,0.0,61.11,17,16,"[5, 10, 15, 20, 21, 22, 17, 16, 11, 6, 0]"
00:14:41.697,1,planned,searching,21.08,0.0,60.06,16,11,"[5, 10, 15, 20, 21, 22, 17, 16, 11, 6, 0]"
00:14:42.605,1,planned,searching,20.06,0.0,41.19,11,6,"[5, 10, 15, 20, 21, 22, 17, 16, 11, 6, 0]"
00:14:43.579,1,planned,searching,20.0,0.0,20.89,6,0,"[5, 10, 15, 20, 21, 22, 17, 16, 11, 6, 0]"
00:14:44.924,1,planned,searching,0.64,0.0,0.67,0,0,"[5, 10, 15, 20, 21, 22, 17, 16, 11, 6, 0]"
